Date, Aircraft Registration,Departure,Destination,Route,Duration,Flight Start Time (HH:MM),Flight Stop Time (HH:MM),Distance (NM),Day Landings,Night Landings,Night,Instrument,Simulated Instrument,Cross Country,Solo,PIC,SIC,Dual Received,Dual Given,Remarks,Approach 1,Approach 2,Approach 3,Approach 4,Approach 5,Approach 6,Approach 7,Approach 8,Approach 9,Approach 10,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name,Field Name
2009-12-30,N31TA,KEYW,KEYW,,0.5,,,0,1,0,0,0,0,0,0,0.5,0,0.5,0,Aerobatic training: Rolls left + right; loop; aerobatic sequence. Fred Cabanas; Gen Conch Republic AF; 305-851-8359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-10-16,N8432C,8NC8,8NC8,8NC8-KTDF-8NC8,1.3,,,33.2,3,0,0,0,1,0,0,1.3,0,1.3,0,Approach training ILS-6 KTDF x2,2-ILS-KTDF-6-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-29,N8432U,8NC8,8NC8,8NC8-KIGX-8NC8,1.8,,,31.3,2,0,0,0,0,0,1.8,1.8,0,0,0,Air tour of Duke/Durham w/ Elizabeth Price & Alden Littlewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-28,N8432U,8NC8,8NC8,,0.3,,,0,3,0,0,0,0,0,0,0.3,0,0.3,0,Refresher Lake Ridge pattern work w/ Paul Hesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-15,N2491M,Rat,Rat,,2,,,0,15,0,0,0,0,0,0,0,0,2,0,Glassy water landings; review of previous work. Henry Joyner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-15,N2491M,Rat,Rat,,0.7,,,0,5,0,0,0,0,0,0,0.7,0,0,0,Sea private checkride pass. Henry Joyner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-08-14,N2491M,Rat,Rat,,3,,,0,30,0,0,0,0,0,0,0,0,3,0,Into to seaplane; normal TO/landing; rough water TO/landing; glassy TO; step taxi turn; plow taxi turn; docking; beaching; emergency landing; sailing. David Joyner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-23,GBTGO,EGTK,EGTK,,0.9,,,0,1,0,0,0,0.3,0,0,0.9,0,0.9,0,Flight at Oxford with Pilot Flight Training. Tour of the area; UK radio procedures; approach (EGTK ILS-19),1-ILS-EGTK-19-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-07,N8432C,8NC8,8NC8,,0.5,,,0,1,0,0,0,0,0,0.5,0.5,0,0,0,Air tour of Duke/Durham with Mom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-02,N8432C,8NC8,8NC8,8NC8-KBUY-2A5-KHBI-8NC8,2.4,,,124,4,0,0,0,1.5,2.4,0.8,2.4,0,1.6,0,IFR Lesson w/ Paul Hesse. 2 holds; VOR/DME; 3 full approaches: ILS-6 KBUY; VOR-2 2A5; VOR-A KHBI,1-ILS-KBUY-6-HOLDING,1-VOR-2A5-2-HOLDING,1-VOR-KHBI-21-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-22,N8432C,8NC8,8NC8,8NC8-KETC-KRWI-8NC8,2.1,,,123.3,2,0,0,0,1,2.1,0,2.1,0,0,0,Instrument x-country w/ Johanna Bischof (safety pilot). Full ILS-4 @ RWI + hold (total 2.2),1-ILS-KRWI-4-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-19,N8432C,8NC8,8NC8,8NC8-KAVC-KHNZ-8NC8,1.8,,,103.6,2,0,0,0,0.9,1.8,0,1.8,0,0,0,Instrument x-country w/ Johanna Bischof (safety pilot). Approach to full stop (KHNZ LOC-6 circle to land on 24),1-LOC-KHNZ-6-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-12,N8432C,8NC8,8NC8,8NC8-KTDF-8NC8,1.4,,,33.2,1,0,0,0,1,0,0,1.4,0,1.4,0,Full ILS approaches (KTDF ILS-6 x 2) and hold w/ teardrop entry. Paul Hesse,2-ILS-KTDF-6-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-12,N8432U,8NC8,8NC8,8NC8-KHNZ-KAVC-8NC8,1.8,,,103.6,2,0,0,0,1.2,1.8,0,1.8,0,1.8,0,Full LOC approach (KAVC LOC-1) w/ hold; circle-to-land. Refuel @ KHNZ. David,1-LOC-KAVC-1-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-04-03,N8432U,8NC8,8NC8,8NC8-KIGX-8NC8,1.1,,,31.3,2,0,0,0,0,0,1.1,1.1,0,0,0,Air tour of Duke/Durham; full stop at IGX; windy gusty landings; w/ Katie Chin and Liz Hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-30,N8432U,8NC8,8NC8,8NC8-KAVC-8NC8,2.2,,,103.2,2,0,0,0,1.8,2.2,0,2.2,0,2.2,0,Tracking airways; full LOC approaches (KAVC LOC-1 x2; KHNZ LOC-6 x1). David,2-LOC-KAVC-1-HOLDING,1-LOC-KHNZ-6-HOLDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-20,N8432U,8NC8,8NC8,8NC8-KRZZ-8NC8,1.9,,,113.7,2,0,0,0,0,1.9,1.9,1.9,0,0,0,Solo x-country to RZZ and back. Full stop. Nav by GPS; VOR; pilotage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-12,N8432U,8NC8,8NC8,,0.9,,,0,4,0,0,0,0,0,0,0.9,0,0.9,0,172 checkout; soft field; teardrop entry. P Hesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-14,N4844H,8NC8,8NC8,,0.8,,,0,1,0,0,0,0,0,0.8,0.8,0,0,0,Air tour of Duke/Durham w/ Ezi Okafor for birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-02-05,N7746T,8NC8,8NC8,,1.1,,,0,4,0,0,0,0,0,0,1.1,0,1.1,0,172 checkout. Steep turns; stalls; slow flt; go-around. David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-29,N4844H,8NC8,8NC8,,0.5,,,0,1,0,0,0,0,0,0.5,0.5,0,0,0,Aborted air tour w/ Jordan Komisarow. Transponder INOP; cold engine-start trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-16,N8432C,8NC8,8NC8,8NC8-KIGX-8NC8,1,,,31.3,2,0,0,0,0,0,1,1,0,0,0,Air tour of Duke/Durham; full stop IGX; VFR GPS nav; w/ Evan & Emma Calabrese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-31,N8432C,8NC8,8NC8,8NC8-KLHZ-8NC8,1,,,44.3,2,0,0,0,0,0,1,1,0,0,0,Drop Joe off at LHZ. Air tour of Duke; Durham w/ Kait Dalsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-29,N8432C,8NC8,8NC8,,0.8,,,0,0,5,0.8,0,0,0,0,0.8,0,0.8,0,Night operations at Lake Ridge. TO\'s and landings; go arounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-04,N8432C,8NC8,8NC8,8NC8-KTDF-8NC8,0.8,,,33.2,2,0,0,0,0,0,0.8,0.8,0,0,0,Touch and go at TDF; air tour of Durham; Duke. w/ Katie Chin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-01,N8432C,8NC8,8NC8,8NC8-KIGX-8NC8,1,,,31.3,4,0,0,0,0,0,1,1,0,0,0,Air tour of Durham; Duke; full stop @ IGX; two go-arounds at 8NC8. w/ Allison Betof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-12,N8432C,8NC8,8NC8,,0.7,,,0,2,0,0,0,0,0,0.7,0.7,0,0,0,First solo in 32C; steep turns; stall; soft-field landings at 8NC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-12,N8432C,8NC8,8NC8,8NC8-KTDF-8NC8,0.6,,,33.2,3,0,0,0,0,0,0,0.6,0,0.6,0,P Hesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-09-03,N4844H,8NC8,8NC8,8NC8-KIGX-8NC8,0.9,,,31.3,2,0,0,0,0,0,0.9,0.9,0,0,0,Air tour of Durham; Duke; pilotage; full stop at IGX; w/ Kess Ballentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-31,N4844H,8NC8,8NC8,8NC8-KTDF-8NC8,0.8,,,33.2,3,0,0,0,0,0,0.8,0.8,0,0,0,8NC8 to TDF; touch and go x2; back to 8NC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-15,N4844H,8NC8,8NC8,,1.1,,,0,7,0,0,0,0,0,0,1.1,0,1.1,0,OK for solo @ 8NC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-31,N5330B,8NC8,8NC8,,0.6,,,0,1,0,0,0,0,0,0,0.6,0,0.6,0,Area familiarization (8NC8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-18,N2414A,KCXY,KUNV,KCXY-KUNV,0.9,,,59.3,1,0,0,0,0,0.9,0,0.9,0,0.9,0,Post-test ferry. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-18,N2414A,KUNV,KCXY,KUNV-KCXY,1,,,59.3,1,0,0,0,0,1,0,0,0,1,0,Pre-test review. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-18,N2414A,KCXY,KCXY,,1.1,,,0,2,0,0,0,0,0,0,1.1,0,0,0,Pvt pilot ASEL Flt Chk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-17,N2414A,KUNV,KUNV,,1.1,,,0,4,0,0,0,0,0,0,0,0,1.1,0,Pvt checkride prep; slow flight; stalls; short/soft field landings; s-turns; point. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-16,N2414A,KUNV,KUNV,,1,,,0,8,0,0,0,0,0,1,1,0,0,0,S-turns; steep turns; turn abt point; sim emerg landing; short/soft-field landings; check ride prep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-13,N2414A,KUNV,KUNV,KUNV-KCXY-KIPT-KUNV,2.5,,,169,3,0,0,0,0,2.5,2.5,2.5,0,0,0,X-country: UNV CXY IPT UNV. Pilotage; refueling. 150nm x-country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-11,N2414A,KUNV,KUNV,KUNV-KCXY-KUNV,2.1,,,118.6,3,0,0,0,0,2.1,2.1,2.1,0,0,0,X-country to CXY; VOR nav; tower + TRSA procedures; pilotage; dead reckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-10,N2414A,KUNV,KUNV,KUNV-KPSB-KIPT-KUNV,1.6,,,116.3,3,0,0,0,0,1.6,1.6,1.6,0,0,0,Solo x-country to PSB; IPT; UNV; comm; straight-in approach @ IPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-10,N2414A,KUNV,KUNV,KUNV-KJST-KUNV,1.6,,,110.5,0,3,1.6,0,0.8,1.6,0,0,0,1.6,0,Night planning considerations; night x-country; clearance for the option. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-09,N2414A,KUNV,KUNV,KUNV-KPSB-KIPT-KUNV,2,,,116.3,4,0,0,0,0,2,0,0,0,2,0,X-country to PSB; IPT; UNV; communications. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-05,N2414A,KUNV,KUNV,,0.3,,,0,1,0,0,0,0,0,0,0,0,0.3,0,Pattern work. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-05,N2414A,KUNV,KUNV,,0.9,,,0,7,0,0,0,0,0,0.9,0.9,0,0,0,Pattern work in haze; power-off landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-04,N2414A,KUNV,KUNV,,0.6,,,0,1,0,0,0,0.5,0,0,0,0,0.6,0,Hood time; approach landing; takeoff. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-04,N2414A,KUNV,KUNV,,0.9,,,0,8,0,0,0,0,0,0.9,0.9,0,0,0,Pattern work; emerg power-off landings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-07,N2414A,KUNV,KUNV,,2.2,,,0,15,0,0,0,0,0,2.2,2.2,0,0,0,X-wind; ground reference; turn about point; S-turn; short-field landing; slip to landing. First solo in 14A; build solo time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-07,N2414A,KUNV,KUNV,,0.4,,,0,1,0,0,0,0,0,0,0,0,0.4,0,Touch and go; x-wind. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-06,N2414A,KUNV,KUNV,KUNV-KHMZ-KUNV,1.7,,,109.9,2,0,0,0,1,1.7,0,0,0,1.7,0,Hood time; x-country; pilotage. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-05,N2414A,KUNV,KUNV,,0.4,,,0,0,2,0.4,0,0,0,0,0,0,0.4,0,Night pattern. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-05,N2414A,KUNV,KUNV,,1.2,,,0,8,0,0,0,0,0,0,0,0,1.2,0,Steep turns; power on/off stalls; short/soft landings and takeoffs; rectangular course. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-06,N8056N,N96,N96,N96-KUNV-N96,1,,,5.2,8,0,0,0,0,0,0,0,0,1,0,Crosswind procedures; ground track; aileron control/rudder/airspeed control. C Aikens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-05-04,N8056N,N96,N96,,1,,,0,7,0,0,0,0,0,0,0,0,1,0,Pre-solo check touch+goes. J Elnitshe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-29,N8874C,N96,N96,,1.1,,,0,7,0,0,0,0,0,0,0,0,1.1,0,High performance takeoffs/landings; emergency procedures; traffic patterns; power/pitch control. C Aikens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-26,N8056N,N96,N96,,1.1,,,0,7,0,0,0,0,0,0,0,0,1.1,0,Airport procedures; turn on pt. slow flt. slips to land; airspeed/pitch control. C Aikens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-16,N8056N,N96,N96,,1,,,0,8,0,0,0,0,0,0,0,0,1,0,Review x-wind procedures; slips to land; emergency procedures. Airspeed/altitude focus. C Aikens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-13,N8056N,N96,N96,,1.1,,,0,5,0,0,0,0,0,0,0,0,1.1,0,Intro to PA28 systems; checklists; procedures. Review slow flt; stalls; emerg review. C Aikens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-01,N15FA,KUNV,KUNV,,1.7,,,0,1,0,0,0,1.5,0,0,0,0,1.7,0,Hood work; ground reference; turn about point; stalls; S-turns; go arounds. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-29,N15FA,KUNV,KUNV,,1,,,0,8,0,0,0,0,0,0,0,0,1,0,X-wind landings. 180@10G18. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-22,N15FA,KUNV,KUNV,KUNV-KCXY-KUNV,1.7,,,118.6,2,0,0,0,0,1.7,0,0,0,1.7,0,Flight planning; pilotage; NY center; CXY tower/approach. J Magnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-02,N15FA,KUNV,KUNV,,0.9,,,0,5,0,0,0,0,0,0,0,0,0.9,0,Sim engine failures; normal app + landings; emergency procedures. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-02,N15FA,KUNV,KUNV,,0.6,,,0,3,0,0,0,0,0,0.6,0.6,0,0,0,Pattern work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-02-01,N15FA,KUNV,KUNV,,1.4,,,0,8,0,0,0,0,0,0,0,0,1.4,0,X-wind landings; engine failure sims; emergency ops. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-16,N15FA,KUNV,KUNV,,1.1,,,0,5,0,0,0,0,0,0,0,0,1.1,0,Engine failure simulations; emergency ops. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-10,N15FA,KUNV,KUNV,,1.4,,,0,0,5,1.4,0,0,0,0,0,0,1.4,0,Night operations. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-03,N15FA,KUNV,KUNV,,0.5,,,0,4,0,0,0,0,0,0,0,0,0.5,0,Simulated engine failures. Pre-solo prep. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-11-03,N15FA,KUNV,KUNV,,0.5,,,0,2,0,0,0,0,0,0.5,0.5,0,0,0,First solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-20,N15FA,KUNV,KUNV,,1.2,,,0,9,0,0,0,0,0,0,0,0,1.2,0,X-wind landings; emergency ops; GA procedures; lost comm procedures. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-10-12,N15FA,KUNV,KUNV,KUNV-KPSB-KUNV,1.5,,,22.1,7,0,0,0,0,0,0,0,0,1.5,0,VFR nav; radio nav; untowered ops @ PSB. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-28,N15FA,KUNV,KUNV,,2.1,,,0,6,2,0.5,0,0,0,0,0,0,2.1,0,Intro night flight. Excellent unassisted landings. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-22,N15FA,KUNV,KUNV,,1,,,0,6,0,0,0,0,0,0,0,0,1,0,Unassisted landings; go arounds. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-15,N15FA,KUNV,KUNV,,1,,,0,5,0,0,0,0,0,0,0,0,1,0,Power-off landings; unassisted landings; go arounds. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-01,N15FA,KUNV,KUNV,,1.1,,,0,3,0,0,0,0,0,0,0,0,1.1,0,Pilotage; dead reckoning; pattern entry; landings; go arounds. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-25,N15FA,KUNV,KUNV,,1.1,,,0,6,0,0,0,0,0,0,0,0,1.1,0,X-wind landings; unassisted landings. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-26,N15FA,KUNV,KUNV,,1.4,,,0,3,0,0,0,0,0,0,0,0,1.4,0,S-turns; ground reference; emergency procedures; slow flight; recovery; x-wind landings. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-06,N15FA,KUNV,KUNV,,1,,,0,7,0,0,0,0,0,0,0,0,1,0,X-wind landings 280@10G14. Emergency and go-around procedures. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,N15FA,KUNV,KUNV,,1.5,,,0,10,0,0,0,0,0,0,0,0,1.5,0,X-wind landings. 330@9G18. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-22,N15FA,KUNV,KUNV,,1.2,,,0,7,0,0,0,0,0,0,0,0,1.2,0,X-wind landings; emergency procedures. 340@7. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-15,N15FA,KUNV,KUNV,,1.6,,,0,9,0,0,0,0,0,0,0,0,1.6,0,Pattern work; emergency procedures. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-09,N15FA,KUNV,KUNV,,0.8,,,0,2,0,0,0,0,0,0,0,0,0.8,0,Const AS climb; desc; slow flight and stall recovery. Pattern work. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-04-28,N15FA,KUNV,KUNV,,0.9,,,0,1,0,0,0,0,0,0,0,0,0.9,0,Constant AS climb; turn; descent. Slow flight. Turns to apt. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-15,N15FA,KUNV,KUNV,,0.7,,,0,1,0,0,0,0,0,0,0,0,0.7,0,Discovery Grumman. JB Leve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
